source,dst,type,pattern,sysdef
http://developer.symbian.org/oss/MCL/sf/mw/web/,/sf/mw/web,changeset,ea4b2e4f7cac,layers.sysdef.xml
http://developer.symbian.org/oss/MCL/sf/mw/websrv/,/sf/mw/websrv,changeset,7bc6ab9b5bcd,layers.sysdef.xml
http://developer.symbian.org/oss/MCL/sf/mw/wirelessacc/,/sf/mw/wirelessacc,changeset,c2bc3f8c7777,layers.sysdef.xml
http://developer.symbian.org/oss/MCL/sf/os/boardsupport/,/sf/os/boardsupport,changeset,d17b4c0804b9,layers.sysdef.xml
http://developer.symbian.org/oss/MCL/sf/os/bt/,/sf/os/bt,changeset,2b6718f05bdb,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/os/buildtools/,/sf/os/buildtools,changeset,abe83d2199d3,layers.sysdef.xml
http://developer.symbian.org/oss/MCL/sf/os/cellularsrv/,/sf/os/cellularsrv,changeset,962e6306d9d2,layers.sysdef.xml
http://developer.symbian.org/oss/MCL/sf/os/commsfw/,/sf/os/commsfw,changeset,77effd21b2c9,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/os/deviceplatformrelease/,/sf/os/deviceplatformrelease,changeset,d9b045c41e83,layers.sysdef.xml
http://developer.symbian.org/oss/MCL/sf/os/devicesrv/,/sf/os/devicesrv,changeset,a811597961f0,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/os/graphics/,/sf/os/graphics,changeset,0be82064630b,layers.sysdef.xml
http://developer.symbian.org/oss/MCL/sf/os/imagingext/,/sf/os/imagingext,changeset,3993b8f65362,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/os/kernelhwsrv/,/sf/os/kernelhwsrv,changeset,2ee5df201f60,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/os/lbs/,/sf/os/lbs,changeset,4e5c952777fc,layers.sysdef.xml
http://developer.symbian.org/oss/MCL/sf/os/mm/,/sf/os/mm,changeset,f7d9134af83e,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/os/networkingsrv/,/sf/os/networkingsrv,changeset,e7dfaa7b0b8d,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/os/ossrv/,/sf/os/ossrv,changeset,0f8d2eb4627b,layers.sysdef.xml
http://developer.symbian.org/oss/MCL/sf/os/persistentdata/,/sf/os/persistentdata,changeset,5ffdb8f2067f,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/os/security/,/sf/os/security,changeset,ea00662efad9,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/os/textandloc/,/sf/os/textandloc,changeset,030b3432fbe0,layers.sysdef.xml
http://developer.symbian.org/oss/MCL/sf/os/usb/,/sf/os/usb,changeset,be39042dca40,
http://developer.symbian.org/oss/MCL/sf/os/wlan/,/sf/os/wlan,changeset,6524e815f76f,layers.sysdef.xml
http://developer.symbian.org/oss/MCL/sf/os/xmlsrv/,/sf/os/xmlsrv,changeset,e65204f75c47,layers.sysdef.xml
http://developer.symbian.org/oss/MCL/sf/os/osrndtools/,/sf/os/osrndtools,changeset,73ff0d268e1d,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/adaptation/beagleboard/,/sf/adaptation/beagleboard,changeset,6f943d133287,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/adaptation/qemu/,/sf/adaptation/qemu,changeset,34cd6bf038ac,layers.sysdef.xml
http://developer.symbian.org/oss/MCL/sf/tools/buildplatforms/,/sf/tools/buildplatforms,changeset,67b05696354a,layers.sysdef.xml
http://developer.symbian.org/oss/MCL/sf/app/homescreentools/,/sf/app/homescreentools,changeset,882d065be445,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/mw/platformtools/,/sf/mw/platformtools,changeset,0f973a9226e8,layers.sysdef.xml
http://developer.symbian.org/oss/MCL/sf/app/rndtools/,/sf/app/rndtools,changeset,2703485a934c,layers.sysdef.xml
